date,make,model,year,transmission,fuel_type,mileage,region,sale_amount
2022-09-18,Audi,A4,2021,Automatic,Electric,11571,Leinster,57400
2022-06-05,Audi,Q3,2021,Automatic,Electric,2118,Leinster,38300
2022-11-25,Audi,A4,2021,Automatic,Petrol,2608,Connacht,32400
2022-10-14,Audi,Q5,2018,Semi-Auto,Diesel,30386,Connacht,26100
2023-03-29,Audi,A6,2021,Semi-Auto,Electric,6000,Leinster,43200
2022-09-04,Audi,A4,2018,Auto,Diesel,49058,Connacht,23100
2022-10-19,Audi,A3,2021,Semi-Auto,Petrol,14580,Leinster,28500
2023-03-21,Audi,A3,2019,Semi-Auto,Petrol,10800,Leinster,33000
2022-08-11,Audi,A4,2021,Semi-Auto,Diesel,3868,Connacht,31800
2022-11-06,Audi,A4,2021,Semi-Auto,Petrol,8525,Munster,36400
2022-10-21,Audi,A4,2018,Semi-Auto,Diesel,40491,Munster,16400
2023-03-05,Audi,A3,2017,Automatic,Diesel,72525,Munster,14700
2023-03-27,Audi,A3,2019,Manual,Petrol,-1,Leinster,27300
2022-06-28,Audi,A6,2021,Automatic,Electric,2808,Ulster,61100
2023-02-18,Audi,A3,2018,Manual,Diesel,73820,Connacht,17100
2022-10-16,Audi,A4,2018,Manual,Diesel,60148,Connacht,14100
2022-05-19,Audi,Q5,2016,Automatic,Diesel,29690,Connacht,24000
2022-11-18,Audi,Q5,2018,Auto,Diesel,29150,Connacht,28000
2022-06-04,Audi,A4,2018,Automatic,Petrol,24618,Munster,19700
2022-08-12,Audi,A3,2018,Manual,Diesel,33638,Ulster,19800
2022-06-01,Audi,Q3,2018,Semi-Auto,Petrol,33722,Munster,21600
2023-02-11,Audi,A3,2017,,Diesel,21708,Connacht,19200
2022-08-07,Audi,A5,2016,Manual,Diesel,100314,Ulster,13200
2022-11-25,Audi,A6,2020,Semi-Auto,Petrol,17142,Leinster,49800
2022-05-08,Audi,A3,2021,Semi-Auto,Petrol,4730,Leinster,46200
2023-01-19,Audi,A5,2021,Semi-Auto,Electric,8800,Ulster,33800
2022-05-31,Audi,A3,2017,Manual,Petrol,66278,Leinster,11200
2023-01-02,Audi,Q3,2021,Semi-Auto,Electric,2212,Leinster,36600
2023-02-17,Audi,A3,2019,Manual,Diesel,5544,Connacht,22900
2023-04-03,Audi,Q3,2021,Manual,Petrol,1043,Munster,35000
2023-02-12,Audi,Q3,2019,Automatic,Petrol,19832,Leinster,29800
2023-03-21,Audi,A1,2021,Semi-Auto,Petrol,4980,Munster,25300
2022-06-03,Audi,A3,2021,Semi-Auto,Petrol,9443,Munster,32800
2023-03-12,Audi,Q3,2018,Manual,Diesel,22400,Ulster,18900
2022-08-13,Audi,Q3,2021,Semi-Auto,P,17377,Munster,34200
2023-03-11,Audi,A1,2018,Manual,D,45644,Munster,14300
2023-02-22,Audi,Q3,2022,Manual,Petrol,1115,Leinster,39000
2023-01-08,Audi,A5,2018,Manual,Diesel,21523,Connacht,19800
2022-06-23,Audi,Q2,2019,Manual,Petrol,19792,Ulster,22800
2022-11-09,Audi,Q2,2019,Semi-Auto,P,6808,Munster,29900
2022-07-21,Audi,Q2,2021,Automatic,P,2800,Leinster,41600
2022-10-08,Audi,Q3,2021,Manual,Petrol,1800,Connacht,43400
2023-03-29,Audi,Q3,2018,Auto,Diesel,18978,Leinster,23400
2022-08-12,Audi,A3,2017,Manual,Diesel,45461,Connacht,16400
2022-11-25,Audi,A1,2019,Manual,Petrol,18041,Munster,16000
2023-03-14,Audi,A3,2013,Manual,Diesel,87000,Leinster,6900
2022-12-09,Audi,Q3,2017,Manual,Diesel,23743,Munster,20300
2023-02-20,Audi,A5,2021,Auto,Petrol,2500,Connacht,44000
2022-09-19,Audi,Q2,2019,Manual,Petrol,49006,Leinster,23700
2022-12-20,Audi,A6,2018,Semi-Auto,Diesel,64719,Leinster,25200
2023-01-09,Audi,A6,2022,Semi-Auto,P,5400,Munster,63700
2022-11-11,Audi,A4,2018,Manual,Diesel,38155,Leinster,20800
2023-02-23,Audi,Q2,2021,Manual,E,4000,Leinster,25700
2022-06-22,Audi,Q3,2016,Manual,Petrol,49926,Leinster,16800
2022-10-04,Audi,Q2,2022,Manual,Petrol,1020,Connacht,32900
2022-07-01,Audi,A3,2018,Automatic,Petrol,9340,Munster,22300
2022-12-30,Audi,A6,2021,Auto,Electric,3190,Ulster,34600
2023-01-08,Audi,Q2,2021,Manual,Petrol,2908,Connacht,27400
2022-12-29,Audi,A4,2019,Manual,Diesel,37424,Munster,24000
2022-10-24,Audi,A5,2020,Manual,Petrol,22080,Munster,33500
2022-08-19,Audi,Q2,2021,Automatic,Petrol,3924,Munster,40300
2022-05-08,Audi,A4,2019,Semi-Auto,Petrol,49200,Munster,22300
2023-04-23,Audi,A4,2018,Semi-Auto,D,48005,Munster,25000
2023-02-26,Audi,A1,2019,Manual,Petrol,37742,Connacht,15400
2022-05-14,Audi,A1,2017,Automatic,Petrol,32000,Munster,18600
2022-05-07,Audi,A3,2018,Manual,Diesel,19198,Leinster,15000
2022-12-04,Audi,A1,2019,Manual,Diesel,43349,Leinster,17500
2022-08-17,Audi,A1,2018,Manual,Diesel,50413,Leinster,13000
2022-05-08,Audi,Q5,2022,Semi-Auto,Electric,3300,Leinster,84000
2022-09-16,Audi,A3,2018,Manual,P,43662,Munster,15000
2023-01-02,Audi,Q3,2016,Manual,Petrol,16204,Connacht,23100
2022-10-25,Audi,A3,2020,Manual,Petrol,7487,Munster,24000
2022-11-26,Audi,Q2,2019,Manual,Petrol,13217,Leinster,19700
2022-05-21,Audi,A3,2021,Semi-Auto,Petrol,5023,Connacht,37000
2022-05-15,Audi,A3,2021,Manual,Electric,17213,Ulster,20100
2023-04-18,Audi,Q3,2015,Semi-Auto,Diesel,40510,Leinster,19200
2022-11-23,Audi,Q3,2019,Semi-Auto,Petrol,29372,Connacht,26000
2023-04-26,Audi,A5,2016,Semi-Auto,Diesel,35116,Ulster,20600
2023-01-13,Audi,A3,2018,Semi-Auto,Petrol,22499,Ulster,30500
2022-07-20,Audi,A3,2021,Automatic,Electric,9583,Munster,27500
2023-01-25,Audi,A4,2018,Manual,Diesel,22844,Connacht,17900
2022-05-18,Audi,A6,2016,Manual,Diesel,23400,Ulster,20800
2022-09-15,Audi,Q5,2021,Semi-Auto,E,14668,Leinster,40300
2022-11-23,Audi,A3,2019,Automatic,P,10000,Munster,30600
2022-06-18,Audi,A5,2016,Manual,Diesel,67178,Ulster,19200
2023-01-12,Audi,Q2,2021,Automatic,Petrol,7250,Connacht,41900
2022-11-25,Audi,A1,2021,Semi-Auto,Petrol,1439,Munster,34400
2022-12-31,Audi,A3,2021,Semi-Auto,Electric,4286,Munster,45500
2022-07-04,Audi,Q5,2018,Semi-Auto,Diesel,48269,Connacht,25700
2023-02-05,Audi,Q3,2018,Automatic,Diesel,27808,Connacht,23100
2022-09-26,Audi,A1,2022,Manual,Electric,5080,Leinster,25700
2023-02-21,Audi,A3,2018,Manual,Petrol,21468,Connacht,17800
2022-05-29,Audi,Q3,2015,Manual,Diesel,77120,Leinster,11700
2022-07-11,Audi,A1,2018,Manual,Petrol,28368,Ulster,15600
2023-02-02,Audi,A3,2021,Manual,Electric,2835,Connacht,22600
2023-02-08,Audi,Q5,2016,Semi-Auto,Diesel,55838,Leinster,18600
2023-02-19,Audi,Q2,2021,Automatic,Electric,5729,Ulster,26700
2023-02-12,Audi,A4,2019,Manual,Petrol,7042,Munster,20800
2023-01-14,Audi,A1,2014,Semi-Auto,Petrol,55414,Ulster,13800
2023-01-31,Audi,A4,2021,,Petrol,9000,Munster,36400
2022-08-01,Audi,Q5,2021,Semi-Auto,Petrol,1222,Connacht,42600
2022-07-24,Audi,A4,2019,Manual,Diesel,47200,Munster,18300
2022-05-15,Audi,A4,2015,Manual,Petrol,28975,Leinster,12300
2022-05-13,Audi,Q5,2018,Semi-Auto,Diesel,41249,Leinster,29400
2022-09-25,Audi,A6,2015,Semi-Auto,Diesel,59811,Leinster,16900
2023-02-02,Audi,Q3,2019,Semi-Auto,Petrol,13300,Munster,25200
2023-01-16,Audi,A1,2018,Manual,Petrol,37874,Munster,16000
2022-08-17,Audi,Q3,2017,Semi-Auto,Petrol,58549,Munster,19500
2022-06-28,Audi,A3,2021,Semi-Auto,Electric,5136,Ulster,35000
2022-07-29,Audi,Q2,2021,Semi-Auto,Electric,8734,Connacht,24000
2023-02-18,Audi,Q3,2021,Manual,,1500,Ulster,35100
2022-08-26,Audi,A5,2021,Semi-Auto,Petrol,1100,Leinster,30000
2022-09-12,Audi,Q3,2014,Manual,Petrol,94547,Munster,13000
2023-01-25,Audi,A5,2021,Semi-Auto,Electric,11261,Leinster,31400
2022-07-26,Audi,A5,2019,Auto,Petrol,24412,Munster,39200
2022-05-13,Audi,A3,2018,Manual,Diesel,37484,Munster,19500
2022-07-17,Audi,A1,2017,Manual,Diesel,32576,Munster,13000
2022-11-03,Audi,A3,2021,Automatic,P,10039,Connacht,27600
2023-01-13,Audi,A6,2020,Semi-Auto,Electric,22613,Leinster,27400
2022-10-11,Audi,A3,2019,Manual,Petrol,44995,Munster,15400
2022-12-14,Audi,A4,2020,Manual,Petrol,27000,Connacht,29400
2022-10-01,Audi,A5,2019,Manual,Petrol,12978,Leinster,26600
2022-10-27,Audi,Q3,2017,Manual,Diesel,52149,Ulster,20800
2022-12-02,Audi,Q5,2018,Semi-Auto,Diesel,40063,Munster,27900
2023-01-18,Audi,A3,2017,Manual,Diesel,78468,Connacht,12500
2022-12-21,Audi,A6,2017,Manual,Diesel,50617,Connacht,16100
2022-09-10,Audi,A3,2016,Semi-Auto,Diesel,62959,Leinster,12300
2022-09-23,Audi,A4,2021,Auto,Diesel,6000,Connacht,34800
2022-07-28,Audi,A5,2018,Semi-Auto,Petrol,28710,Munster,27400
2022-12-22,Audi,Q2,2021,Semi-Auto,Electric,6479,Ulster,28800
2023-04-01,Audi,Q2,2019,Manual,Petrol,50025,Munster,23400
2022-11-21,Audi,A1,2017,Manual,Petrol,20020,Leinster,14400
2023-03-11,Audi,A4,2019,Semi-Auto,Petrol,13120,Connacht,23700
2023-01-22,Audi,A3,2016,Manual,D,22665,Munster,10200
2023-03-22,Audi,A3,2021,Semi-Auto,P,8199,Connacht,31200
2022-05-29,Audi,A3,2017,Semi-Auto,Diesel,51757,Connacht,13000
2022-12-30,Audi,A3,2021,Semi-Auto,Diesel,3679,Leinster,31500
2023-02-20,Audi,A4,2021,Semi-Auto,Petrol,1273,Munster,34800
2023-01-30,Audi,A3,2017,Manual,Diesel,68981,Connacht,12500
2022-06-03,Audi,A5,2019,Semi-Auto,Diesel,64800,Connacht,26000
2023-02-12,Audi,A5,2019,Semi-Auto,Diesel,17668,Connacht,32500
2022-12-12,Audi,A4,2016,Manual,Diesel,50305,Connacht,15400
2023-04-17,Audi,A1,2019,,Petrol,14748,Connacht,16800
2022-06-23,Audi,A4,2018,Manual,Diesel,36313,Ulster,16800
2022-09-25,Audi,Q2,2022,Manual,Petrol,5318,Connacht,31800
2022-09-28,Audi,A3,2017,Manual,Petrol,37514,Leinster,15300
2022-10-19,Audi,Q3,2018,Semi-Auto,D,29600,Connacht,22100
2023-02-27,Audi,A6,2018,Automatic,D,48864,Leinster,23400
2022-05-11,Audi,A1,2016,Semi-Auto,Petrol,35979,Leinster,13200
2022-07-09,Audi,Q3,2021,Manual,Petrol,1601,Connacht,34400
2022-11-27,Audi,Q3,2019,Auto,Petrol,30013,Leinster,26000
2022-09-18,Audi,Q5,2017,Semi-Auto,Diesel,42655,Connacht,28600
2022-12-23,Audi,A4,2019,Manual,Petrol,26770,Leinster,25300
2023-01-31,Audi,Q5,2022,Semi-Auto,Electric,1390,Ulster,50600
2023-04-05,Audi,Q3,2018,Semi-Auto,Petrol,36316,Connacht,20200
2022-10-30,Audi,Q2,2021,Manual,Petrol,8572,Leinster,29500
2023-03-04,Audi,A4,2021,Automatic,Petrol,4791,Leinster,39700
2022-12-04,Audi,A1,2020,Automatic,Petrol,29990,Munster,18500
2022-10-08,Audi,A3,2017,Manual,Diesel,42510,Munster,16700
2022-10-24,Audi,A1,2018,Manual,Petrol,20340,Connacht,18800
2022-09-05,Audi,A3,2020,Auto,Diesel,9986,Munster,32900
2023-02-23,Audi,A5,2021,Semi-Auto,Petrol,1338,Munster,31800
2022-10-12,Audi,A5,2018,Manual,Diesel,34421,Connacht,21200
2022-10-27,Audi,A6,2021,Semi-Auto,Electric,8188,Leinster,39000
2022-05-08,Audi,Q2,2022,Manual,Petrol,7200,Munster,29600
2022-11-21,Audi,Q3,2021,Semi-Auto,Electric,4300,Connacht,35400
2022-09-13,Audi,A3,2019,Manual,Petrol,18701,Munster,18600
2022-12-11,Audi,Q5,2015,Semi-Auto,Diesel,43453,Leinster,30800
2022-05-04,Audi,Q3,2021,Manual,Petrol,6000,Connacht,35000
2022-06-20,Audi,Q2,2020,Semi-Auto,Electric,9450,Leinster,28600
2023-03-18,Audi,Q5,2021,Automatic,Petrol,1317,Connacht,45600
2022-11-21,Audi,A4,2021,Automatic,Electric,5500,Leinster,38900
2023-02-02,Audi,A1,2019,Manual,Petrol,13795,Connacht,22700
2022-05-05,Audi,Q3,2019,Manual,Petrol,19724,Munster,21900
2022-08-13,Audi,A1,2019,Manual,Petrol,32418,Ulster,16000
2023-03-16,Audi,A6,2014,Automatic,Diesel,59335,Leinster,11300
2023-01-14,Audi,Q3,2021,Manual,Petrol,9180,Connacht,33100
2022-11-01,Audi,Q3,2016,Manual,Diesel,63511,Leinster,14400
2022-07-06,Audi,Q3,2017,Manual,Diesel,11462,Leinster,22100
2023-03-14,Audi,Q3,2019,Semi-Auto,D,23400,Connacht,24000
2022-10-04,Audi,A6,2015,Manual,Diesel,57600,Connacht,14300
2022-07-13,Audi,A1,2022,Semi-Auto,Petrol,2999,Munster,31100
2022-05-18,Audi,A4,2019,Manual,Diesel,15858,Ulster,25300
2023-03-06,Audi,A1,2021,Semi-Auto,Electric,2960,Leinster,29300
2023-03-30,Audi,A1,2021,Manual,Petrol,5720,Leinster,23400
2023-04-07,Audi,A4,2019,Manual,Petrol,14105,Leinster,21000
2022-08-09,Audi,Q3,2018,Manual,Diesel,17823,Leinster,19500
2022-08-09,Audi,Q2,2022,Semi-Auto,Petrol,3500,Munster,35000
2023-04-16,Audi,A4,2019,Semi-Auto,P,23519,Leinster,22900
2023-03-02,Audi,Q5,2016,Auto,Diesel,38184,Leinster,23800
2022-10-06,Audi,A4,2021,Auto,Petrol,5853,Leinster,31100
2023-01-10,Audi,A4,2019,Manual,Petrol,47258,Connacht,20400
2022-05-22,Audi,Q2,2021,Manual,Electric,1010,Connacht,23900
2023-02-02,Audi,Q5,2019,Semi-Auto,Petrol,55000,Ulster,44200
2022-10-04,Audi,A6,2020,Semi-Auto,Electric,2148,Connacht,36400
2022-08-14,Audi,Q3,2021,Automatic,Electric,9000,Connacht,47600
2023-01-31,Audi,A1,2017,Manual,Petrol,41631,Leinster,14000
2022-08-12,Audi,Q5,2022,Semi-Auto,Petrol,6600,Leinster,46400
2022-11-25,Audi,Q3,2021,Manual,Electric,1350,Connacht,35000
2022-07-05,Audi,Q3,2021,Manual,Electric,5000,Ulster,31800
2022-09-01,Audi,A1,2019,Manual,Petrol,35290,Leinster,16100
2022-06-26,Audi,Q3,2016,Automatic,Diesel,43195,Munster,16000
2022-05-12,Audi,A3,2019,Semi-Auto,Petrol,34002,Connacht,19700
2023-03-29,Audi,A1,2017,Manual,Diesel,17642,Munster,14000
2023-02-06,Audi,Q2,2021,Manual,Electric,4015,Munster,31400
2022-11-25,Audi,A3,2021,Semi-Auto,Electric,5000,Munster,29400
2023-01-02,Audi,A3,2018,Manual,Petrol,27972,Connacht,18600
2022-09-24,Audi,A6,2021,Semi-Auto,Electric,1061,Connacht,38400
2023-02-12,Audi,Q5,2022,Semi-Auto,Diesel,3639,Leinster,50400
2022-05-13,Audi,A4,2021,Automatic,Petrol,1796,Ulster,41600
2022-08-21,Audi,A4,2018,Manual,Diesel,56141,Munster,16800
2022-09-02,Audi,A1,2021,Automatic,Petrol,4889,Leinster,22800
2023-01-12,Audi,A6,2018,Manual,Diesel,45274,Connacht,20800
2022-10-16,Audi,A1,2019,Manual,Petrol,22958,Connacht,16800
2022-10-17,Audi,Q5,2016,Semi-Auto,Diesel,45450,Ulster,26000
2022-11-11,Audi,A1,2019,Manual,Diesel,17840,Ulster,15800
2022-05-06,Audi,A3,2016,Manual,Diesel,36792,Connacht,11100
2023-03-31,Audi,A5,2021,Automatic,Electric,5200,Leinster,42000
2023-03-06,Audi,A6,2021,Semi-Auto,Diesel,6000,Ulster,42000
2022-07-15,Audi,A4,2019,Manual,Petrol,19253,Munster,22500
2022-05-13,Audi,A4,2017,Auto,Diesel,102464,Munster,10500
2023-02-09,Audi,Q5,2021,Automatic,Petrol,6000,Connacht,41400
2023-04-04,Audi,A6,2018,Manual,Diesel,23826,Connacht,22000
2022-06-10,Audi,Q2,2021,Semi-Auto,Petrol,5872,Leinster,36200
2023-03-27,Audi,A1,2021,Semi-Auto,Electric,5259,Leinster,25700
2022-07-10,Audi,A5,2016,Manual,Diesel,94574,Ulster,13200
2022-10-20,Audi,A4,2021,Manual,Electric,3500,Connacht,29400
2023-01-17,Audi,A4,2019,Automatic,Diesel,28361,Leinster,21800
2022-11-03,Audi,A3,2018,Manual,Diesel,46750,Leinster,14400
2022-12-27,Audi,A4,2017,Semi-Auto,Diesel,48975,Leinster,18000
2022-05-04,Audi,A1,2019,Manual,Petrol,37686,Munster,20200
2022-10-04,Audi,A3,2014,Manual,Petrol,58800,Munster,8600
2022-05-20,Audi,A4,2018,Manual,Diesel,30449,Leinster,22400
2022-08-25,Audi,A4,2019,Manual,Diesel,35100,Leinster,19800
2022-06-11,Audi,A4,2021,Automatic,D,6600,Munster,38500
2022-09-28,Audi,A5,2019,Semi-Auto,Petrol,53186,Leinster,28600
2023-02-08,Audi,Q2,2021,Automatic,Diesel,5000,Connacht,29900
2022-12-09,Audi,Q3,2020,Semi-Auto,Electric,14000,Munster,33800
2023-01-06,Audi,Q5,2021,Semi-Auto,Electric,7200,Connacht,95200
2022-06-04,Audi,A3,2019,Manual,Diesel,48000,Leinster,15500
2023-04-22,Audi,Q3,2018,Semi-Auto,Petrol,42595,Connacht,26400
2022-10-04,Audi,A1,2015,Manual,Diesel,68958,Connacht,10000
2023-02-13,Audi,Q2,2021,Manual,,3500,Leinster,32400
2022-10-10,Audi,A6,2018,Automatic,Diesel,31256,Leinster,19200
2022-06-28,Audi,A6,2021,Semi-Auto,Diesel,9608,Munster,61400
2022-07-27,Audi,A6,2018,Semi-Auto,Diesel,29797,Connacht,28300
2022-10-03,Audi,A4,2021,Manual,Petrol,3220,Connacht,26600
2022-09-14,Audi,A1,2019,Manual,Petrol,13795,Connacht,15600
2022-07-20,Audi,A3,2018,Manual,Diesel,11369,Ulster,23100
2023-04-18,Audi,A5,2021,Auto,Electric,2220,Munster,42000
2022-08-03,Audi,A6,2018,Semi-Auto,Diesel,53864,Connacht,19700
2022-07-04,Audi,A4,2019,Manual,Petrol,17278,Connacht,25300
2023-03-20,Audi,A4,2021,Semi-Auto,Electric,2276,Munster,43200
2022-07-06,Audi,A4,2020,Manual,Petrol,14017,Connacht,20800
2022-05-14,Audi,A1,2018,Manual,P,14521,Leinster,17500
2023-04-03,Audi,A5,2017,Manual,Diesel,31000,Connacht,19200
2023-04-18,Audi,A3,2021,Semi-Auto,Diesel,4545,Munster,32100
2023-01-29,Audi,A1,2018,Manual,Petrol,29020,Munster,15600
2023-02-08,Audi,A5,2019,Semi-Auto,Diesel,37441,Ulster,28600
2022-10-17,Audi,Q3,2019,Manual,Petrol,19785,Leinster,20400
2022-05-18,Audi,A3,2021,Manual,Electric,3500,Ulster,23200
2023-02-18,Audi,A1,2016,Manual,Petrol,35768,Munster,10700
2022-11-18,Audi,Q3,2021,Manual,Petrol,1459,Ulster,38300
2022-06-09,Audi,Q3,2018,Semi-Auto,Diesel,42371,Connacht,21600
2022-08-09,Audi,A1,2019,Semi-Auto,Petrol,34756,Munster,17400
2023-03-04,Audi,A3,2021,Automatic,Petrol,1800,Leinster,33500
2023-04-09,Audi,A3,2019,Manual,Petrol,14400,Connacht,29200
2022-05-28,Audi,A4,2019,Semi-Auto,Petrol,10464,Leinster,24700
2022-09-10,Audi,Q3,2017,Manual,D,100788,Connacht,15400
2023-03-07,Audi,A4,2020,Automatic,Petrol,32155,Munster,34700
2022-10-08,Audi,A4,2017,Manual,Diesel,34343,Leinster,18700
2023-03-31,Audi,A3,2019,Semi-Auto,Diesel,16250,Munster,18600
2022-05-07,Audi,Q3,2020,Semi-Auto,Petrol,12567,Leinster,30700
2023-02-17,Audi,A3,2021,Semi-Auto,Electric,8713,Ulster,33700
2022-07-06,Audi,Q5,2022,Automatic,Diesel,1148,Connacht,67200
2023-04-27,Audi,Q5,2018,Manual,Diesel,32673,Leinster,23900
2022-10-07,Audi,Q2,2019,Semi-Auto,Diesel,24200,Leinster,27300
2023-04-01,Audi,A6,2016,Manual,Diesel,46833,Ulster,18900
2022-09-30,Audi,Q5,2017,Manual,Diesel,30757,Munster,25900
2023-01-15,Audi,A1,2019,Manual,Petrol,11503,Munster,22000
2022-05-08,Audi,A1,2016,Manual,Petrol,19884,Munster,14600
2022-09-22,Audi,Q2,2019,Manual,Diesel,34498,Munster,23100
2023-03-16,Audi,A3,2010,Manual,Diesel,97600,Connacht,3000
2022-08-09,Audi,A3,2018,Manual,D,30398,Ulster,16200
2023-03-31,Audi,A1,2019,Manual,P,23232,Munster,16500
2022-09-22,Audi,Q3,2015,Manual,Diesel,119042,Munster,12600
2022-07-28,Audi,A3,2021,Semi-Auto,Petrol,11134,Leinster,28100
2022-12-12,Audi,A1,2021,Semi-Auto,Petrol,1408,Leinster,29400
2022-09-15,Audi,A3,2018,Manual,Diesel,33165,Connacht,13000
2023-04-02,Audi,A6,2017,Manual,Diesel,70308,Connacht,13000
2022-10-19,Audi,A1,2019,Manual,Petrol,15383,Leinster,20300
2023-03-14,Audi,Q5,2021,Semi-Auto,Electric,2280,Connacht,46700
2022-12-04,Audi,Q5,2015,Manual,Diesel,67376,Ulster,19600
2023-02-06,Audi,A6,2018,Semi-Auto,Diesel,52983,Connacht,20100
2022-07-03,Audi,A3,2021,Manual,Diesel,5600,Munster,25200
2022-06-24,Audi,A4,2022,Semi-Auto,Petrol,5574,Leinster,43800
2023-02-28,Audi,A6,2016,Automatic,Diesel,81273,Munster,13800
2023-04-26,Audi,A4,2021,Semi-Auto,Petrol,1015,Leinster,35100
2023-02-25,Audi,A1,2019,Manual,P,29322,Munster,16900
2023-02-28,Audi,A4,2019,Semi-Auto,Petrol,14857,Connacht,25100
2023-01-25,Audi,A4,2021,Manual,Petrol,2050,Ulster,38500
2022-05-14,Audi,Q3,2021,Manual,Diesel,2464,Leinster,33500
2022-07-20,Audi,A6,2019,Automatic,Diesel,41082,Leinster,25600
2023-03-12,Audi,A5,2016,Manual,Diesel,53593,Ulster,13000
2023-04-23,Audi,A3,2017,Manual,Petrol,49898,Connacht,13200
2023-03-30,Audi,Q5,2021,Automatic,Electric,6000,Connacht,36000
2023-04-21,Audi,Q5,2018,Manual,Diesel,33671,Leinster,25300
2022-11-06,Audi,A1,2019,Automatic,P,17276,Munster,20800
2022-07-31,Audi,Q3,2017,Manual,Diesel,98263,Ulster,13200
2022-10-08,Audi,Q5,2021,Semi-Auto,Electric,5400,Leinster,42600
2023-01-04,Audi,A5,2022,Semi-Auto,Diesel,1000,Connacht,40300
2022-11-09,Audi,A3,2018,Manual,Petrol,23135,Leinster,18400
2023-02-28,Audi,A5,2021,Automatic,Electric,938,Munster,42000
2022-05-06,Audi,A3,2016,Manual,Diesel,60782,Ulster,14200
2023-01-24,Audi,Q2,2021,Automatic,Petrol,9375,Ulster,32400
2023-02-08,Audi,A3,2016,Manual,Petrol,65779,Leinster,15000
2023-03-16,Audi,Q3,2022,Semi-Auto,Petrol,3599,Connacht,42200
2023-01-27,Audi,Q5,2022,Semi-Auto,Diesel,3835,Munster,70200
2022-05-16,Audi,A6,2021,Automatic,Electric,4500,Leinster,42000
2022-07-24,Audi,Q3,2019,Semi-Auto,Petrol,32266,Ulster,25200
2022-12-29,Audi,A5,2021,Automatic,Petrol,1306,Leinster,40900
2023-01-18,Audi,A3,2021,Manual,Electric,1330,Leinster,24600
2022-08-25,Audi,A4,2020,Manual,Diesel,40442,Connacht,21600
2022-07-21,Audi,A3,2016,Manual,Diesel,26460,Munster,14800
2022-11-30,Audi,A4,2022,Semi-Auto,Petrol,1159,Connacht,39000
2022-05-06,Audi,A3,2015,Semi-Auto,Petrol,34898,Connacht,18000
2022-08-12,Audi,A1,2021,Semi-Auto,P,5400,Connacht,30300
2022-07-02,Audi,Q3,2021,Manual,Petrol,904,Munster,36400
2022-11-10,Audi,A1,2013,Manual,Petrol,66770,Connacht,10500
2022-07-18,Audi,Q3,2021,Manual,Petrol,5400,Leinster,30000
2022-10-08,Audi,A3,2016,Automatic,Petrol,29260,Munster,15600
2022-10-23,Audi,A1,2018,Manual,Petrol,40076,Ulster,14900
2022-08-24,Audi,A5,2021,Automatic,Electric,7515,Connacht,33600
2022-11-09,Audi,A3,2021,Semi-Auto,Petrol,3832,Leinster,46200
2022-06-11,Audi,A1,2016,Manual,Diesel,36974,Ulster,10100
2023-04-01,Audi,A5,2018,Manual,Diesel,27212,Leinster,24300
2022-05-14,Audi,A5,2021,Semi-Auto,E,1623,Connacht,32300
2023-03-20,Audi,A4,2019,Automatic,P,63830,Munster,22400
2023-01-03,Audi,A3,2021,Automatic,Petrol,6719,Munster,27300
2023-04-17,Audi,A4,2016,Manual,Diesel,41600,Leinster,13800
2022-05-01,Audi,Q2,2019,Manual,Diesel,24000,Leinster,24200
2022-10-29,Audi,A3,2019,,Petrol,19709,Connacht,25100
2023-01-07,,Q2,2019,Semi-Auto,Diesel,13300,Connacht,28000
2022-11-13,Audi,A1,2021,Semi-Auto,P,4500,Leinster,26000
2022-07-30,Audi,A5,2022,Semi-Auto,Electric,4500,Munster,37100
2022-12-05,Audi,A3,2019,Manual,Diesel,42336,Leinster,19300
2023-04-16,Audi,Q2,2022,Manual,Petrol,4400,Leinster,28700
2022-08-06,Audi,A3,2019,Manual,Petrol,30792,Leinster,18200
2022-10-06,Audi,Q3,2021,Manual,Diesel,4000,Connacht,32400
2023-02-09,Audi,A1,2018,Manual,P,24355,Leinster,15500
2023-03-04,Audi,Q5,2018,Semi-Auto,Diesel,33264,Leinster,27200
2023-02-10,Audi,A1,2019,Manual,Petrol,17956,Munster,16200
2023-03-20,Audi,A3,2016,Automatic,Petrol,9114,Ulster,15400
2023-03-22,Audi,Q2,2021,Auto,Diesel,5859,Munster,28800
2022-09-26,Audi,A3,2017,Manual,D,30177,Ulster,12300
2022-09-20,Audi,Q2,2019,Manual,Petrol,20000,Leinster,23100
2022-09-12,Audi,Q5,2019,Manual,Diesel,22711,Connacht,29900
2022-11-10,Audi,A4,2021,Automatic,Diesel,2599,Leinster,42000
2022-07-15,Audi,A1,2021,Automatic,Petrol,2164,Munster,32200
2022-09-11,Audi,Q2,2022,Manual,Petrol,4000,Leinster,32400
2023-01-17,Audi,A1,2017,Manual,Petrol,67324,Connacht,11500
2023-04-04,Audi,A6,2018,Automatic,Diesel,35922,Leinster,20100
2023-01-31,Audi,A1,2019,Manual,Petrol,30602,Leinster,16100
2022-11-16,Audi,A1,2019,Manual,Petrol,19568,Leinster,23100
2022-06-09,Audi,A6,2019,Automatic,D,47990,Connacht,19200
2022-09-05,Audi,A3,2016,Automatic,Petrol,20083,Ulster,16700
2023-02-28,Audi,Q2,2021,Auto,Electric,2000,Ulster,36400
